PscInspectionId,annotation_id,username,InspectionDate,VesselId
1700783,42340786,mihail,2023-04-14,297760
1700783,43206923,marc,2023-04-14,297760
1700783,43217256,raul,2023-04-14,297760
1820937,42340829,mihail,2024-06-10,303505
1820937,42877911,raul,2024-06-10,303505
1820937,43126001,marc,2024-06-10,303505
1776465,42340843,mihail,2024-01-04,292214
1776465,42894398,raul,2024-01-04,292214
1776465,43137221,marc,2024-01-04,292214
1685441,42340914,mihail,2023-02-21,295468
1685441,43220958,raul,2023-02-21,295468
1685441,43251072,marc,2023-02-21,295468
1689125,42342760,mihail,2023-03-06,277494
1689125,43188547,raul,2023-03-06,277494
1689125,43190279,marc,2023-03-06,277494
1789165,42342870,mihail,2023-07-31,287963
1789165,42877839,raul,2023-07-31,287963
1789165,43136880,marc,2023-07-31,287963
1706363,42342902,mihail,2023-05-04,278755
1706363,42462585,marc,2023-05-04,278755
1706363,42660870,raul,2023-05-04,278755
1683757,42342948,mihail,2023-02-14,293840
1683757,43071647,raul,2023-02-14,293840
1683757,43089702,marc,2023-02-14,293840
1724117,42343077,mihail,2023-07-05,306251
1724117,42734588,raul,2023-07-05,306251
1724117,43186592,marc,2023-07-05,306251
1807634,42343129,mihail,2024-04-26,289165
1807634,42461374,marc,2024-04-26,289165
1807634,42601506,raul,2024-04-26,289165
1697958,42343155,mihail,2023-04-05,290945
1697958,42901800,raul,2023-04-05,290945
1697958,42986821,marc,2023-04-05,290945
1712345,42343209,mihail,2023-05-27,283614
1712345,42535861,marc,2023-05-27,283614
1712345,42661732,raul,2023-05-27,283614
1667390,42343229,mihail,2022-12-11,289704
1667390,43206692,marc,2022-12-11,289704
1667390,43219845,raul,2022-12-11,289704
1748069,42343264,mihail,2023-09-25,157210
1748069,42534304,marc,2023-09-25,157210
1748069,42601681,raul,2023-09-25,157210
1655264,42343351,mihail,2022-09-20,286462
1655264,43220776,raul,2022-09-20,286462
1655264,43247064,marc,2022-09-20,286462
1622854,42343449,mihail,2022-07-01,275758
1622854,42903064,raul,2022-07-01,275758
1622854,43043642,marc,2022-07-01,275758
1710505,42343470,mihail,2023-05-17,279356
1710505,43191726,raul,2023-05-17,279356
1710505,43193397,marc,2023-05-17,279356
1636725,42343504,mihail,2022-08-24,290746
1636725,42852285,raul,2022-08-24,290746
1636725,43127364,marc,2022-08-24,290746
1729325,42343524,mihail,2023-07-20,143073
1729325,43069756,raul,2023-07-20,143073
1729325,43089736,marc,2023-07-20,143073
1697720,42343711,mihail,2023-04-03,151701
1697720,43187183,raul,2023-04-03,151701
1697720,43200346,marc,2023-04-03,151701
1806164,42343761,mihail,2024-04-22,292872
1806164,43206198,marc,2024-04-22,292872
1806164,43216868,raul,2024-04-22,292872
1707230,42343790,mihail,2023-05-08,276354
1707230,42533178,marc,2023-05-08,276354
1707230,42633245,raul,2023-05-08,276354
1795434,42343821,mihail,2024-03-11,266822
1795434,42461738,marc,2024-03-11,266822
1795434,42637610,raul,2024-03-11,266822
1720949,42343924,mihail,2023-06-21,277943
1720949,42990490,raul,2023-06-21,277943
1720949,43138897,marc,2023-06-21,277943
1816518,42343945,mihail,2024-05-22,290995
1816518,42533195,marc,2024-05-22,290995
1816518,42601605,raul,2024-05-22,290995
1681922,42343981,mihail,2023-02-02,272559
1681922,43186898,raul,2023-02-02,272559
1681922,43192062,marc,2023-02-02,272559
1793815,42344015,mihail,2024-03-04,286024
1793815,42878520,raul,2024-03-04,286024
1793815,43099301,marc,2024-03-04,286024
1703189,42346886,mihail,2023-04-14,300712
1703189,42877682,raul,2023-04-14,300712
1703189,43176969,marc,2023-04-14,300712
1798727,42346899,mihail,2024-03-21,285544
1798727,43206869,marc,2024-03-21,285544
1798727,43216862,raul,2024-03-21,285544
1629002,42346922,mihail,2022-08-05,285992
1629002,43190886,raul,2022-08-05,285992
1629002,43200597,marc,2022-08-05,285992
1719964,42346967,mihail,2023-06-16,291284
1719964,42466509,marc,2023-06-16,291284
1719964,42601837,raul,2023-06-16,291284
1819881,42347021,mihail,2024-06-06,277923
1819881,43001537,raul,2024-06-06,277923
1819881,43094565,marc,2024-06-06,277923
1824807,42347061,mihail,2024-06-21,298525
1824807,43222787,raul,2024-06-21,298525
1824807,43246883,marc,2024-06-21,298525
1734052,42347087,mihail,2023-08-08,293213
1734052,42462173,marc,2023-08-08,293213
1734052,42635041,raul,2023-08-08,293213
1770516,42347139,mihail,2023-12-06,309530
1770516,42991939,raul,2023-12-06,309530
1770516,43091755,marc,2023-12-06,309530
1808136,42348034,mihail,2024-04-29,306629
1808136,42876972,raul,2024-04-29,306629
1808136,42987985,marc,2024-04-29,306629
1808908,42348056,mihail,2024-04-30,274990
1808908,42537340,marc,2024-04-30,274990
1808908,42601361,raul,2024-04-30,274990
1633425,42348144,mihail,2022-07-19,165035
1633425,42466111,marc,2022-07-19,165035
1633425,42660673,raul,2022-07-19,165035
1796369,42348157,mihail,2024-03-12,160649
1796369,42460847,marc,2024-03-12,160649
1796369,42633227,raul,2024-03-12,160649
1777952,42348267,mihail,2024-01-10,276417
1777952,42897444,raul,2024-01-10,276417
1777952,43089610,marc,2024-01-10,276417
1769937,42348311,mihail,2023-12-02,290569
1769937,42534495,marc,2023-12-02,290569
1769937,42631560,raul,2023-12-02,290569
1818844,42348365,mihail,2024-06-01,298041
1818844,42987190,marc,2024-06-01,298041
1799492,42348380,mihail,2024-03-25,300618
1799492,43220991,raul,2024-03-25,300618
1799492,43246176,marc,2024-03-25,300618
1748376,42348384,mihail,2023-09-21,280316
1748376,42992541,raul,2023-09-21,280316
1748376,43124681,marc,2023-09-21,280316
1804845,42348404,mihail,2024-04-16,292999
1804845,42534617,marc,2024-04-16,292999
1804845,42601824,raul,2024-04-16,292999
1662723,42348411,mihail,2022-11-22,161953
1662723,43201019,marc,2022-11-22,161953
1662723,43223260,raul,2022-11-22,161953
1778661,42348468,mihail,2024-01-11,285444
1778661,43204450,marc,2024-01-11,285444
1778661,43219287,raul,2024-01-11,285444
1825075,42348476,mihail,2024-06-23,308204
1825075,42532519,marc,2024-06-23,308204
1825075,42733380,raul,2024-06-23,308204
1667223,42348556,mihail,2022-12-12,297158
1667223,42914157,raul,2022-12-12,297158
1667223,43090420,marc,2022-12-12,297158
1635469,42349273,mihail,2022-08-15,293389
1635469,42465859,marc,2022-08-15,293389
1635469,42733480,raul,2022-08-15,293389
1652143,42349311,mihail,2022-10-08,298621
1652143,42534638,marc,2022-10-08,298621
1652143,42660753,raul,2022-10-08,298621
1803564,42349388,mihail,2024-04-11,283345
1803564,42892806,raul,2024-04-11,283345
1803564,42989065,marc,2024-04-11,283345
1713405,42349410,mihail,2023-05-15,282826
1713405,42878473,raul,2023-05-15,282826
1713405,43098297,marc,2023-05-15,282826
1672403,42349465,mihail,2023-01-02,296679
1672403,42534589,marc,2023-01-02,296679
1672403,42637530,raul,2023-01-02,296679
1748010,42349480,mihail,2023-09-15,293326
1748010,42461657,marc,2023-09-15,293326
1748010,42733433,raul,2023-09-15,293326
1721892,42349494,mihail,2023-06-26,281143
1721892,43205569,marc,2023-06-26,281143
1721892,43218346,raul,2023-06-26,281143
1652780,42349536,mihail,2022-10-18,304779
1652780,43221384,raul,2022-10-18,304779
1652780,43248728,marc,2022-10-18,304779
1650911,42349559,mihail,2022-10-19,302416
1650911,42532470,marc,2022-10-19,302416
1650911,42631733,raul,2022-10-19,302416
1748376,42349581,mihail,2023-09-21,280316
1748376,42461866,marc,2023-09-21,280316
1748376,42733067,raul,2023-09-21,280316
1797777,42349598,mihail,2024-03-19,304177
1797777,43221934,raul,2024-03-19,304177
1797777,43252271,marc,2024-03-19,304177
1776448,42349634,mihail,2024-01-04,290746
1776448,43008644,raul,2024-01-04,290746
1776448,43096000,marc,2024-01-04,290746
1677121,42349674,mihail,2023-01-19,281067
1677121,42460941,marc,2023-01-19,281067
1677121,42661743,raul,2023-01-19,281067
1742665,42349753,mihail,2023-09-06,290397
1742665,42996888,raul,2023-09-06,290397
1742665,43194260,marc,2023-09-06,290397
1817910,42349775,mihail,2024-05-20,331826
1817910,42903100,raul,2024-05-20,331826
1817910,43126324,marc,2024-05-20,331826
1662716,42350296,mihail,2022-11-24,155731
1662716,43206887,marc,2022-11-24,155731
1662716,43217113,raul,2022-11-24,155731
1712839,42350317,mihail,2023-05-26,308358
1712839,42533221,marc,2023-05-26,308358
1712839,42601511,raul,2023-05-26,308358
1753177,42350386,mihail,2023-10-10,272799
1753177,42536661,marc,2023-10-10,272799
1753177,42732985,raul,2023-10-10,272799
1706554,42350415,mihail,2023-05-07,277783
1706554,42850803,raul,2023-05-07,277783
1706554,43125404,marc,2023-05-07,277783
1778330,42350526,mihail,2024-01-10,161722
1778330,43008254,raul,2024-01-10,161722
1778330,43096351,marc,2024-01-10,161722
1740768,42350584,mihail,2023-07-30,281861
1740768,42460472,marc,2023-07-30,281861
1740768,42601744,raul,2023-07-30,281861
1711785,42350602,mihail,2023-05-23,271798
1711785,42876864,raul,2023-05-23,271798
1711785,43127689,marc,2023-05-23,271798
1786263,42350648,mihail,2024-02-09,158589
1786263,42894452,raul,2024-02-09,158589
1786263,42974513,marc,2024-02-09,158589
1796907,42350658,mihail,2024-03-14,159349
1796907,42877386,raul,2024-03-14,159349
1796907,43139056,marc,2024-03-14,159349
1763182,42350684,mihail,2023-11-14,298512
1763182,42466342,marc,2023-11-14,298512
1763182,42733368,raul,2023-11-14,298512
1732890,42350707,mihail,2023-07-13,300679
1732890,42992394,raul,2023-07-13,300679
1732890,43200432,marc,2023-07-13,300679
1771907,42350789,mihail,2023-12-13,275984
1771907,42465125,marc,2023-12-13,275984
1771907,42733041,raul,2023-12-13,275984
1810097,42350813,mihail,2024-05-07,271705
1810097,43187264,raul,2024-05-07,271705
1810097,43191161,marc,2024-05-07,271705
1724946,42350841,mihail,2023-07-06,281600
1724946,42465986,marc,2023-07-06,281600
1724946,42733339,raul,2023-07-06,281600
1667822,42350878,mihail,2022-12-07,291531
1667822,42467682,marc,2022-12-07,291531
1667822,42661519,raul,2022-12-07,291531
1712160,42350882,mihail,2023-05-24,281174
1712160,42536789,marc,2023-05-24,281174
1712160,42660934,raul,2023-05-24,281174
1709551,42350895,mihail,2023-05-07,279881
1709551,43220128,raul,2023-05-07,279881
1709551,43246786,marc,2023-05-07,279881
1719111,42350902,mihail,2023-06-15,275278
1719111,42914142,raul,2023-06-15,275278
1719111,43134186,marc,2023-06-15,275278
1802204,42350922,mihail,2024-04-05,280984
1802204,42536241,marc,2024-04-05,280984
1802204,42634889,raul,2024-04-05,280984
1752837,42350943,mihail,2023-10-09,282691
1752837,42851717,raul,2023-10-09,282691
1752837,43134122,marc,2023-10-09,282691
1822405,42350947,mihail,2024-06-18,292368
1822405,42461703,marc,2024-06-18,292368
1822405,42631375,raul,2024-06-18,292368
1634860,42350953,mihail,2022-08-17,291254
1634860,43186162,raul,2022-08-17,291254
1634860,43188487,marc,2022-08-17,291254
1659681,42350961,mihail,2022-11-15,289722
1659681,42461839,marc,2022-11-15,289722
1659681,42637750,raul,2022-11-15,289722
1681835,42350967,mihail,2023-02-08,285482
1681835,43009377,raul,2023-02-08,285482
1681835,43101273,marc,2023-02-08,285482
1748453,42350987,mihail,2023-09-26,275811
1748453,43221454,raul,2023-09-26,275811
1748453,43252175,marc,2023-09-26,275811
1804930,42351010,mihail,2024-04-13,307150
1804930,43069934,raul,2024-04-13,307150
1804930,43186575,marc,2024-04-13,307150
1741660,42351016,mihail,2023-09-02,283373
1741660,42910218,raul,2023-09-02,283373
1741660,43044329,marc,2023-09-02,283373
1626137,42351026,mihail,2022-07-19,289495
1626137,42534283,marc,2022-07-19,289495
1626137,42733325,raul,2022-07-19,289495
1803046,42351056,mihail,2024-04-08,277928
1803046,43187505,raul,2024-04-08,277928
1803046,43200192,marc,2024-04-08,277928
1811844,42351077,mihail,2024-05-09,281445
1811844,42534419,marc,2024-05-09,281445
1811844,42733411,raul,2024-05-09,281445
1755237,42351083,mihail,2023-10-19,295665
1755237,42462361,marc,2023-10-19,295665
1755237,42631949,raul,2023-10-19,295665
1698090,42351089,mihail,2023-04-06,297055
1698090,42896962,raul,2023-04-06,297055
1698090,42987461,marc,2023-04-06,297055
1765389,42351100,mihail,2023-11-15,292527
1765389,42991890,raul,2023-11-15,292527
1765389,43126352,marc,2023-11-15,292527
1702918,42351118,mihail,2023-04-24,290383
1702918,43201076,marc,2023-04-24,290383
1702918,43219196,raul,2023-04-24,290383
1777593,42351128,mihail,2024-01-09,286578
1777593,42601345,raul,2024-01-09,286578
1777593,43090988,marc,2024-01-09,286578
1766543,42392861,mihail,2023-11-27,285270
1766543,42466810,marc,2023-11-27,285270
1766543,42661689,raul,2023-11-27,285270
1749650,42393020,mihail,2023-09-19,278500
1749650,43192161,raul,2023-09-19,278500
1749650,43194797,marc,2023-09-19,278500
1698840,42393124,mihail,2023-04-08,301190
1698840,43187882,raul,2023-04-08,301190
1698840,43200373,marc,2023-04-08,301190
1685783,42393281,mihail,2023-02-23,292197
1685783,42460684,marc,2023-02-23,292197
1685783,42601876,raul,2023-02-23,292197
1740285,42393348,mihail,2023-08-29,282645
1740285,42533031,marc,2023-08-29,282645
1740285,42733616,raul,2023-08-29,282645
1725074,42393558,mihail,2023-06-29,283596
1725074,42465817,marc,2023-06-29,283596
1725074,42601510,raul,2023-06-29,283596
1815535,42393592,mihail,2024-05-21,279319
1815535,43220075,raul,2024-05-21,279319
1815535,43245713,marc,2024-05-21,279319
1808746,42393724,mihail,2024-04-29,285575
1808746,43220593,raul,2024-04-29,285575
1808746,43252404,marc,2024-04-29,285575
1729856,42393743,mihail,2023-07-21,294819
1729856,42533673,marc,2023-07-21,294819
1729856,42631209,raul,2023-07-21,294819
1774642,42393801,mihail,2023-12-27,274261
1774642,42897194,raul,2023-12-27,274261
1774642,43097911,marc,2023-12-27,274261
1692108,42393843,mihail,2023-03-15,310670
1692108,42902010,raul,2023-03-15,310670
1692108,42987045,marc,2023-03-15,310670
1718667,42393919,mihail,2023-06-12,291077
1718667,42876692,raul,2023-06-12,291077
1718667,43178839,marc,2023-06-12,291077
1666290,42394015,mihail,2022-09-22,277783
1666290,42897038,raul,2022-09-22,277783
1666290,43134323,marc,2022-09-22,277783
1753460,42394088,mihail,2023-10-11,292241
1753460,42893041,raul,2023-10-11,292241
1753460,43102006,marc,2023-10-11,292241
1701168,42394226,mihail,2023-04-13,294520
1701168,42878128,raul,2023-04-13,294520
1701168,43185153,marc,2023-04-13,294520
1814166,42394341,mihail,2024-05-16,293381
1814166,42466431,marc,2024-05-16,293381
1814166,42661528,raul,2024-05-16,293381
1812499,42394425,mihail,2024-05-10,298431
1812499,42902227,raul,2024-05-10,298431
1812499,43183120,marc,2024-05-10,298431
1761507,42394520,mihail,2023-11-08,279677
1761507,42533475,marc,2023-11-08,279677
1761507,42601808,raul,2023-11-08,279677
1820619,42394560,mihail,2024-06-07,307075
1820619,42532246,marc,2024-06-07,307075
1820619,42631181,raul,2024-06-07,307075
1632158,42394596,mihail,2022-08-09,149437
1632158,42735136,raul,2022-08-09,149437
1632158,43135689,marc,2022-08-09,149437
1751963,42394623,mihail,2023-10-07,283709
1751963,42536867,marc,2023-10-07,283709
1751963,42631288,raul,2023-10-07,283709
1810097,42394690,mihail,2024-05-07,271705
1810097,42466312,marc,2024-05-07,271705
1810097,42660659,raul,2024-05-07,271705
1635081,42394975,mihail,2022-08-17,307829
1635081,42460577,marc,2022-08-17,307829
1635081,42635146,raul,2022-08-17,307829
1691248,42395004,mihail,2023-03-14,319792
1691248,43009639,raul,2023-03-14,319792
1691248,43190708,marc,2023-03-14,319792
1704040,42395091,mihail,2023-04-22,287224
1704040,42537217,marc,2023-04-22,287224
1704040,42633314,raul,2023-04-22,287224
1799973,42395119,mihail,2024-03-28,289304
1799973,43009975,raul,2024-03-28,289304
1799973,43090518,marc,2024-03-28,289304
1720663,42395256,mihail,2023-06-19,293001
1720663,42914190,raul,2023-06-19,293001
1720663,43091040,marc,2023-06-19,293001
1754597,42395303,mihail,2023-10-12,291420
1754597,43008833,raul,2023-10-12,291420
1754597,43044736,marc,2023-10-12,291420
1798824,42395389,mihail,2024-03-22,309500
1798824,42893009,raul,2024-03-22,309500
1798824,43177138,marc,2024-03-22,309500
1640166,42395410,mihail,2022-08-30,270713
1640166,42876527,raul,2022-08-30,270713
1640166,43043895,marc,2022-08-30,270713
1696060,42395462,mihail,2023-03-22,285208
1696060,43220104,raul,2023-03-22,285208
1696060,43249169,marc,2023-03-22,285208
1651386,42395483,mihail,2022-09-02,303650
1651386,42903384,raul,2022-09-02,303650
1651386,42987850,marc,2022-09-02,303650
1745930,42395550,mihail,2023-09-05,282376
1745930,43189778,raul,2023-09-05,282376
1745930,43191992,marc,2023-09-05,282376
1735102,42395695,mihail,2023-07-27,284204
1735102,42533163,marc,2023-07-27,284204
1735102,42633599,raul,2023-07-27,284204
1748609,42397499,mihail,2023-09-18,149260
1748609,42852551,raul,2023-09-18,149260
1748609,43136541,marc,2023-09-18,149260
1708097,42397549,mihail,2023-05-09,278937
1708097,42466198,marc,2023-05-09,278937
1708097,42601880,raul,2023-05-09,278937
1669781,42397568,mihail,2022-12-22,305745
1669781,43222538,raul,2022-12-22,305745
1669781,43252739,marc,2022-12-22,305745
1636102,42397595,mihail,2022-08-19,275231
1636102,42902586,raul,2022-08-19,275231
1636102,43194858,marc,2022-08-19,275231
1709646,42397616,mihail,2023-05-09,288633
1709646,43073426,raul,2023-05-09,288633
1709646,43188759,marc,2023-05-09,288633
1662059,42397636,mihail,2022-11-08,276759
1662059,43070601,raul,2022-11-08,276759
1662059,43126200,marc,2022-11-08,276759
1656936,42397704,mihail,2022-10-28,157477
1656936,42532129,marc,2022-10-28,157477
1656936,42661579,raul,2022-10-28,157477
1798520,42397781,mihail,2024-03-22,291661
1798520,42532145,marc,2024-03-22,291661
1798520,42631739,raul,2024-03-22,291661
1806337,42398591,mihail,2024-04-21,292748
1806337,43009961,raul,2024-04-21,292748
1806337,43136448,marc,2024-04-21,292748
1715911,42398623,mihail,2023-06-01,285707
1715911,42902702,raul,2023-06-01,285707
1715911,43044470,marc,2023-06-01,285707
1817224,42398666,mihail,2024-05-16,146445
1817224,42831436,raul,2024-05-16,146445
1817224,43095641,marc,2024-05-16,146445
1690043,42398685,mihail,2023-03-10,296516
1690043,43222009,raul,2023-03-10,296516
1690043,43254498,marc,2023-03-10,296516
1789475,42398703,mihail,2023-07-19,168876
1789475,42910172,raul,2023-07-19,168876
1789475,42975165,marc,2023-07-19,168876
1768124,42398819,mihail,2023-12-01,274856
1768124,42467750,marc,2023-12-01,274856
1768124,42601589,raul,2023-12-01,274856
1723304,42398839,mihail,2023-06-30,286582
1723304,42467066,marc,2023-06-30,286582
1723304,42637203,raul,2023-06-30,286582
1638732,42398855,mihail,2022-07-02,294076
1638732,42460289,marc,2022-07-02,294076
1638732,42601367,raul,2022-07-02,294076
1686937,42398900,mihail,2023-02-23,293542
1686937,42877714,raul,2023-02-23,293542
1686937,43127636,marc,2023-02-23,293542
1735365,42398920,mihail,2023-08-02,140894
1735365,42901198,raul,2023-08-02,140894
1735365,43138685,marc,2023-08-02,140894
1796519,42398947,mihail,2024-03-14,300181
1796519,42877147,raul,2024-03-14,300181
1796519,43135070,marc,2024-03-14,300181
1681748,42399020,mihail,2023-02-07,298667
1681748,42896713,raul,2023-02-07,298667
1681748,43097705,marc,2023-02-07,298667
1697471,42399052,mihail,2023-04-05,283514
1697471,42536831,marc,2023-04-05,283514
1697471,42635828,raul,2023-04-05,283514
1702395,42399104,mihail,2023-04-14,293444
1702395,42832538,raul,2023-04-14,293444
1702395,43124593,marc,2023-04-14,293444
1683562,42399176,mihail,2023-02-10,279321
1683562,42902896,raul,2023-02-10,279321
1683562,42988654,marc,2023-02-10,279321
1820049,42399213,mihail,2024-06-03,287271
1820049,42897004,raul,2024-06-03,287271
1820049,43136507,marc,2024-06-03,287271
1633299,42399240,mihail,2022-07-18,286309
1633299,43205762,marc,2022-07-18,286309
1633299,43217065,raul,2022-07-18,286309
1798503,42399275,mihail,2024-03-14,275815
1798503,42997588,raul,2024-03-14,275815
1798503,43136072,marc,2024-03-14,275815
1624225,42399290,mihail,2022-07-10,292875
1624225,42852112,raul,2022-07-10,292875
1624225,43098689,marc,2022-07-10,292875
1695443,42399304,mihail,2023-03-29,279245
1695443,42461939,marc,2023-03-29,279245
1695443,42733786,raul,2023-03-29,279245
1692890,42399327,mihail,2023-03-16,290371
1692890,42894027,raul,2023-03-16,290371
1692890,43183696,marc,2023-03-16,290371
1645680,42399374,mihail,2022-09-24,290396
1645680,42896969,raul,2022-09-24,290396
1645680,43191542,marc,2022-09-24,290396
1717258,42399399,mihail,2023-06-09,305903
1717258,43186306,raul,2023-06-09,305903
1717258,43187124,marc,2023-06-09,305903
1769576,42399417,mihail,2023-12-06,276244
1769576,42537356,marc,2023-12-06,276244
1769576,42733198,raul,2023-12-06,276244
1735127,42399441,mihail,2023-08-07,281348
1735127,43007703,raul,2023-08-07,281348
1735127,43044052,marc,2023-08-07,281348
1745806,42399488,mihail,2023-09-16,294643
1745806,43070976,raul,2023-09-16,294643
1745806,43186705,marc,2023-09-16,294643
1750559,42399583,mihail,2023-10-02,286220
1750559,42532427,marc,2023-10-02,286220
1750559,42601978,raul,2023-10-02,286220
1822063,42399610,mihail,2024-06-14,156005
1822063,42897180,raul,2024-06-14,156005
1822063,43190969,marc,2024-06-14,156005
1672680,42399693,mihail,2023-01-03,286994
1672680,42893945,raul,2023-01-03,286994
1672680,43095335,marc,2023-01-03,286994
1748453,42399731,mihail,2023-09-26,275811
1748453,43221974,raul,2023-09-26,275811
1748453,43254078,marc,2023-09-26,275811
